,prop_id,year,date,week,team1,team2,spread,team1_pick_pct,team2_pick_pct,score1,score2,winner,spread_winner
56,dbdf1e80-efaf-11eb-8566-753aa1362b00,2021,2021-10-03 17:00:00,4,Giants,Saints,-7.5,0.29643595931735905,0.7035640406826409,27.0,21.0,Giants,Giants
57,dbe02ff1-efaf-11eb-8566-753aa1362b00,2021,2021-10-03 17:09:00,4,Chiefs,Eagles,7.5,0.7612616499827408,0.23873835001725924,42.0,30.0,Chiefs,Chiefs
58,dbe18f80-efaf-11eb-8566-753aa1362b00,2021,2021-10-03 20:05:00,4,Seahawks,49ers,-2.5,0.5440932492748349,0.4559067507251651,28.0,21.0,Seahawks,Seahawks
59,dbe11a50-efaf-11eb-8566-753aa1362b00,2021,2021-10-03 20:05:00,4,Cardinals,Rams,-5.5,0.4918115205647965,0.5081884794352035,37.0,20.0,Cardinals,Cardinals
60,dbe22bc0-efaf-11eb-8566-753aa1362b00,2021,2021-10-03 20:25:00,4,Steelers,Packers,-6.5,0.20097015644575797,0.799029843554242,17.0,27.0,Packers,Packers
61,dbe1dda0-efaf-11eb-8566-753aa1362b00,2021,2021-10-03 20:25:00,4,Ravens,Broncos,-1.5,0.678031762338941,0.32196823766105903,23.0,7.0,Ravens,Ravens
62,dbe252d0-efaf-11eb-8566-753aa1362b00,2021,2021-10-04 00:20:00,4,Buccaneers,Patriots,6.5,0.841520024757494,0.15847997524250607,19.0,17.0,Buccaneers,Patriots
63,dbe2a0f0-efaf-11eb-8566-753aa1362b00,2021,2021-10-05 00:50:00,4,Raiders,Chargers,-3.5,0.5221518987341772,0.4778481012658228,14.0,28.0,Chargers,Chargers
64,dc213090-efaf-11eb-b433-21a3987e0591,2021,2021-10-08 00:20:00,5,Rams,Seahawks,1.5,0.701969708274267,0.29803029172573303,26.0,17.0,Rams,Rams
65,dc21f3e0-efaf-11eb-b433-21a3987e0591,2021,2021-10-10 13:30:00,5,Jets,Falcons,-3.5,0.4418561441809694,0.5581438558190306,20.0,27.0,Falcons,Falcons
66,dc237a80-efaf-11eb-b433-21a3987e0591,2021,2021-10-10 17:00:00,5,Saints,Washington,1.5,0.5684601362157085,0.4315398637842916,33.0,22.0,Saints,Saints
67,dc23c8a0-efaf-11eb-b433-21a3987e0591,2021,2021-10-10 17:00:00,5,Eagles,Panthers,-4.5,0.32804386750223813,0.6719561324977619,21.0,18.0,Eagles,Eagles
68,dc2416c0-efaf-11eb-b433-21a3987e0591,2021,2021-10-10 17:00:00,5,Titans,Jaguars,4.5,0.8052874386939287,0.19471256130607126,37.0,19.0,Titans,Titans
